link_id,from_id,to_id,from,to,mode,distance_km,cost,emission,data_sources
L81,C2,C17,Shanghai International Circuit (China),Circuit of The Americas (Austin-USA),Sea,12043.2,12043.2,9032.4,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L82,C2,C18,Shanghai International Circuit (China),Autodromo Hermanos Rodriguez (Mexico City-Mexico),Air,12920.9,775254.0,387627.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L83,C2,C18,Shanghai International Circuit (China),Autodromo Hermanos Rodriguez (Mexico City-Mexico),Sea,12920.9,12920.9,9690.67,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L84,C2,C19,Shanghai International Circuit (China),Autodromo Jose Carlos Pace (Interlagos-Sao Paulo),Air,18553.9,1113234.0,556617.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L85,C2,C19,Shanghai International Circuit (China),Autodromo Jose Carlos Pace (Interlagos-Sao Paulo),Sea,18553.9,18553.9,13915.43,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L86,C2,C20,Shanghai International Circuit (China),Las Vegas Street Circuit (USA),Air,10488.5,629310.0,314655.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L87,C2,C20,Shanghai International Circuit (China),Las Vegas Street Circuit (USA),Sea,10488.5,10488.5,7866.38,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L88,C2,C21,Shanghai International Circuit (China),Marina Bay Street Circuit (Singapore),Air,3807.1,228426.0,114213.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L89,C2,C21,Shanghai International Circuit (China),Marina Bay Street Circuit (Singapore),Road,3807.1,22842.6,15228.4,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L90,C2,C21,Shanghai International Circuit (China),Marina Bay Street Circuit (Singapore),Sea,3807.1,3807.1,2855.32,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L91,C2,C22,Shanghai International Circuit (China),Yas Marina Circuit (Abu Dhabi-UAE),Air,6494.1,389646.0,194823.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L92,C2,C22,Shanghai International Circuit (China),Yas Marina Circuit (Abu Dhabi-UAE),Road,6494.1,38964.6,25976.4,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L93,C2,C22,Shanghai International Circuit (China),Yas Marina Circuit (Abu Dhabi-UAE),Sea,6494.1,6494.1,4870.57,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L94,C2,C23,Shanghai International Circuit (China),Lusail International Circuit (Qatar),Air,6741.2,404472.0,202236.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L95,C2,C23,Shanghai International Circuit (China),Lusail International Circuit (Qatar),Road,6741.2,40447.2,26964.8,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L96,C2,C23,Shanghai International Circuit (China),Lusail International Circuit (Qatar),Sea,6741.2,6741.2,5055.9,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L97,C2,C24,Shanghai International Circuit (China),Baku City Circuit (Azerbaijan),Air,6336.9,380214.0,190107.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L98,C2,C24,Shanghai International Circuit (China),Baku City Circuit (Azerbaijan),Road,6336.9,38021.4,25347.6,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L99,C2,C24,Shanghai International Circuit (China),Baku City Circuit (Azerbaijan),Sea,6336.9,6336.9,4752.68,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L100,C3,C1,Suzuka Circuit (Japan),Albert Park (Melbourne-Australia),Air,8129.7,487782.0,243891.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L101,C3,C1,Suzuka Circuit (Japan),Albert Park (Melbourne-Australia),Sea,8129.7,8129.7,6097.27,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L102,C3,C2,Suzuka Circuit (Japan),Shanghai International Circuit (China),Air,1477.9,88674.0,44337.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L103,C3,C2,Suzuka Circuit (Japan),Shanghai International Circuit (China),Road,1477.9,8867.4,5911.6,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L104,C3,C2,Suzuka Circuit (Japan),Shanghai International Circuit (China),Sea,1477.9,1477.9,1108.42,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L105,C3,C4,Suzuka Circuit (Japan),Bahrain International Circuit (Sakhir),Air,8054.4,483264.0,241632.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L106,C3,C4,Suzuka Circuit (Japan),Bahrain International Circuit (Sakhir),Road,8054.4,48326.4,32217.6,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L107,C3,C4,Suzuka Circuit (Japan),Bahrain International Circuit (Sakhir),Sea,8054.4,8054.4,6040.8,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L108,C3,C5,Suzuka Circuit (Japan),Jeddah Corniche Circuit (Saudi Arabia),Air,9293.4,557604.0,278802.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L109,C3,C5,Suzuka Circuit (Japan),Jeddah Corniche Circuit (Saudi Arabia),Road,9293.4,55760.4,37173.6,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L110,C3,C5,Suzuka Circuit (Japan),Jeddah Corniche Circuit (Saudi Arabia),Sea,9293.4,9293.4,6970.05,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L111,C3,C6,Suzuka Circuit (Japan),Miami International Autodrome (USA),Air,12224.2,733452.0,366726.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L112,C3,C6,Suzuka Circuit (Japan),Miami International Autodrome (USA),Sea,12224.2,12224.2,9168.15,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L113,C3,C7,Suzuka Circuit (Japan),Imola (Autodromo Enzo e Dino Ferrari),Air,9598.5,575910.0,287955.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L114,C3,C8,Suzuka Circuit (Japan),Circuit de Monaco (Monaco),Air,9875.0,592500.0,296250.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L115,C3,C8,Suzuka Circuit (Japan),Circuit de Monaco (Monaco),Sea,9875.0,9875.0,7406.25,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L116,C3,C9,Suzuka Circuit (Japan),Circuit de Barcelona-Catalunya (Spain),Air,10323.6,619416.0,309708.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L117,C3,C9,Suzuka Circuit (Japan),Circuit de Barcelona-Catalunya (Spain),Sea,10323.6,10323.6,7742.7,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L118,C3,C10,Suzuka Circuit (Japan),Circuit Gilles Villeneuve (Montreal-Canada),Air,10584.3,635058.0,317529.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L119,C3,C10,Suzuka Circuit (Japan),Circuit Gilles Villeneuve (Montreal-Canada),Sea,10584.3,10584.3,7938.22,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L120,C3,C11,Suzuka Circuit (Japan),Red Bull Ring (Spielberg-Austria),Air,9204.0,552240.0,276120.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L121,C3,C12,Suzuka Circuit (Japan),Silverstone Circuit (UK),Air,9507.1,570426.0,285213.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L122,C3,C13,Suzuka Circuit (Japan),Spa-Francorchamps (Belgium),Air,9366.3,561978.0,280989.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L123,C3,C14,Suzuka Circuit (Japan),Hungaroring (Budapest-Hungary),Air,8932.8,535968.0,267984.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
L124,C3,C15,Suzuka Circuit (Japan),Circuit Zandvoort (Netherlands),Air,9257.7,555462.0,277731.0,DEFRA conversion factors (GHG): https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2023; F1 circuits list / calendar: https://en.wikipedia.org/wiki/List_of_Formula_One_circuits and https://www.formula1.com/en/racing/2025
